Vocabulary,name,Users,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:units,BIO:P06 urn,BIO:P06 name,BIO:P01 urn,BIO:P01 name,BIO:CF_CODE,IML:definition,IML:units,standard_name,SDN:P07::id,SDN:P01::id,SDN:P01::urn,SDN:P01::prefLabel,sdn_parameter_urn,sdn_parameter_name,SDN:P06::id,SDN:P06::urn,SDN:P06::prefLabel,sdn_uom_urn,sdn_uom_name,expected_units,definition,convention
GF3,WSS$,MEDS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,,,,,,,,,,,,,,,,,,,,,metre per second,,
GF3,WTHA,MEDS,A,Meteorology,Météorologie,code table,table de code,,,4561.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,WTWT,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,WVD#,MEDS,A,Wave,Vague,code table,table de code,,,,FromTrue,,,,,,,,,,,,,,,,,,,,,code table,,FromTrue
GF3,WVER,"BIO,IML,MEDS",A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,m/s,UVAA,metres per second,EWSWZZ01,Upward air velocity in the atmosphere,upward_air_velocity,,,upward_air_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0109/,http://vocab.nerc.ac.uk/collection/P01/current/EWSWZZ01/,EWSWZZ01,Upward air velocity in the atmosphere,SDN:P01::EWSWZZ01,Upward air velocity in the atmosphere,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,UVAA,Metres per second,SDN:P06::UVAA,Metres per second,"m/s,metre per second",Upward air velocity in the atmosphere,
GF3,WVH#,MEDS,A,Wave,Vague,code table,table de code,,,1555.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,WVOL,MEDS,,,,,,,,,,,,,,,,Volume of water filtered through net (cubic meters).,,,,,,,,,,,,,,,Volume of water filtered through net (cubic meters).,
GF3,WVP#,MEDS,A,Wave,Vague,code table,table de code,,,3155.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,WWCD,MEDS,A,Meteorology,Météorologie,code table,table de code,,present_weather_from_manned_station_wmo_table_4677,4677.0,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,XCD#,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,XCT#,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,XEQ$,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,XTRK,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,YEA#,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,YEAR,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,ZELU,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,ZEOX,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,ZNTH,"BIO,IML,MEDS",A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,degrees,UAAA,degrees,,,zenith_angle,,,zenith_angle,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0044/,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,degree,,
GF3,ZONE,MEDS,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,,,,,,,,,,,,hour,,
GF3,ZOO_,MEDS,,,,,,,,,,,,,,,,Number of zooplanktonic organisms counted,,,,,,,,,,,,,,,Number of zooplanktonic organisms counted,
IML,DOXY,IML,A,Biological Oceanography,Océanographie biologique,millilitre per litre,millilitre par litre,,,,,,,,,,,,,,,,,,,,,,,,,millilitre per litre,,
IML,PSAR,IML,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microeinstein par mètre carré par seconde,,,,,,,,,,,,,,,,,,,,,,,,,microeinstein per metre square per second,,
IML,PVAR,IML,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
IML,TEXT,IML,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
IML,TRAN,IML,A,Biological Oceanography,Océanographie biologique,percent,pourcentage,,,,,,,,,,,,,,,,,,,,,,,,,percent,,
IML,WDIR,IML,A,Meteorology,Météorologie,degree(angle),degré(angle),,,,ToTrue,,,,,,,,,,,,,,,,,,,,,degree,,ToTrue
IOS,Adenosine_Triphosphate,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
IOS,Alkalinity:Carbonate,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,micromole per kilogram,,
IOS,Alkalinity:Total,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,micromole per kilogram,,
IOS,Alkalinity:Total:CRM:Corrected,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,micromole per kilogram,,
IOS,Alkalinity:Total:Colorimetric,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,micromole per kilogram,,
IOS,Aluminum:Dissolved,IOS,A,Chemistry,Chimie,picomole per litre,picomole par litre,,,,,,,,,,,,,,,,,,,,,,,,,picomole per litre,,
IOS,Ammonium,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,,,,,,,,,,micromole per litre,,
IOS,Bacteria,IOS,A,Bacteria and viruses,Bactéries et virus,million per millilitre,million par millilitre,,,,,,,,,,,,,,,,,,,,,,,,,million per millilitre,,
IOS,Barium:Dissolved,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,,,,,,,,,,nanomole per litre,,
IOS,Bottle_Number,IOS,A,General purpose,Tout usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,CTD_Cast_Number,IOS,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
IOS,Calcium:Total,IOS,A,Chemistry,Chimie,millimole per kilogram,millimole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,millimole per kilogram,,
IOS,Carbon:Dissolved:Inorganic,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,micromole per kilogram,,
IOS,Carbon:Dissolved:Organic,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,micromole per kilogram,,
IOS,Carbon:Isotope:13,IOS,A,Isotopes,Isotopes,per thousand,par mille,,,,,,,,,,,,,,,,,,,,,,,,,per thousand,,
IOS,Carbon:Isotope:18,IOS,A,Isotopes,Isotopes,per thousand,par mille,,,,,,,,,,,,,,,,,,,,,,,,,per thousand,,
IOS,Carbon:Particulate:Organic,IOS,A,Chemistry,Chimie,microgram per litre,microgramme par litre,,,,,,,,,,,,,,,,,,,,,,,,,microgram per litre,,
IOS,Carbon:Particulate:Total,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,,,,,,,,,,micromole per litre,,
IOS,Carbon:Total:Organic,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,micromole per kilogram,,
IOS,Carbon_dioxide:Total,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,micromole per kilogram,,
IOS,Carbontetrachloride,IOS,A,Chemistry,Chimie,picomole per litre,picomole par litre,,,,,,,,,,,,,,,,,,,,,,,,,picomole per litre,,
IOS,Chlorofluorocarbon_11,IOS,A,Chemistry,Chimie,picomole per kilogram,picomole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,picomole per kilogram,,
IOS,Chlorofluorocarbon_11,IOS,A,Chemistry,Chimie,picomole per kilogram,picomole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,picomole per kilogram,,
IOS,Chlorofluorocarbon_113,IOS,A,Chemistry,Chimie,picomole per litre,picomole par litre,,,,,,,,,,,,,,,,,,,,,,,,,picomole per litre,,
IOS,Chlorofluorocarbon_12,IOS,A,Chemistry,Chimie,picomole per kilogram,picomole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,picomole per kilogram,,
IOS,Chlorofluorocarbon_12,IOS,A,Chemistry,Chimie,picomole per kilogram,picomole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,picomole per kilogram,,
IOS,Chlorophyll:Extracted,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
IOS,Chlorophyll:Extracted,IOS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
IOS,Chlorophyll:Extracted:<5.0um,IOS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
IOS,Chlorophyll:Extracted:>0.7um,IOS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
IOS,Chlorophyll:Extracted:>5.0um,IOS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
IOS,Chlorophyll_plus_Phaeo-Pigment:Extracted,IOS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
IOS,Date,IOS,A,Date and time within day,Date et temps dans une journée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,Declination:Magnetic,IOS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
IOS,Depth,IOS,A,Position and navigation,Position et navigation,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
IOS,Depth:Nominal,IOS,A,Position and navigation,Position et navigation,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
IOS,Depth:Water,IOS,A,Geophysics,Géophysique,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
IOS,Dimethyl_Sulphide,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,,,,,,,,,,nanomole per litre,,
IOS,Direction:Wind,IOS,A,Meteorology,Météorologie,degree(angle) True,degré(angle) vrai,,,,,,,,,,,,,,,,,,,,,,,,,degree True,,
IOS,Ethane,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,,,,,,,,,,nanomole per litre,,
IOS,Ethylene,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,,,,,,,,,,nanomole per litre,,
IOS,Flag:name,IOS,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
IOS,Fluorescence:URU,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
IOS,Fluorescence:URU:Seapoint,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
IOS,Fluorescence:URU:Seatech,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
IOS,Fluorescence:URU:Wetlabs,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
IOS,Hydrogen_Sulfide,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,,,,,,,,,,micromole per litre,,
IOS,Kraft-Mill_Effluent,IOS,A,Other organic chemical measurements,Autres mesures chimiques organiques,part per million,partie par million,,,,,,,,,,,,,,,,,,,,,,,,,part per million,,
IOS,Latitude,IOS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
IOS,Longitude,IOS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
IOS,Methane,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,,,,,,,,,,nanomole per litre,,
IOS,Methylene_Chloride,IOS,A,Chemistry,Chimie,picomole per litre,picomole par litre,,,,,,,,,,,,,,,,,,,,,,,,,picomole per litre,,
IOS,Nitrate,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,,,,,,,,,,micromole per litre,,
IOS,Nitrate_plus_Nitrite,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,,,,,,,,,,micromole per litre,,
IOS,Nitrite,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,,,,,,,,,,micromole per litre,,
IOS,Nitrogen:Dissolved:Organic,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,,,,,,,,,,micromole per litre,,
IOS,Nitrogen:Particulate:Organic,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
IOS,Nitrogen:Particulate:Organic,IOS,A,Chemistry,Chimie,microgram per litre,microgramme par litre,,,,,,,,,,,,,,,,,,,,,,,,,microgram per litre,,
IOS,Nitrogen:Particulate:Total,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,,,,,,,,,,micromole per litre,,
IOS,Number_of_bin_records,IOS,A,General purpose,Tout usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,Oxygen:Dissolved,IOS,A,Biological Oceanography,Océanographie biologique,millilitre per litre,millilitre par litre,,,,,,,,,,,,,,,,,,,,,,,,,millilitre per litre,,
IOS,Oxygen:Dissolved,IOS,A,Physical Oceanography,Océanographie physique,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,micromole per kilogram,,
IOS,Oxygen:Dissolved:SBE,IOS,A,Physical Oceanography,Océanographie physique,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,micromole per kilogram,,
IOS,Oxygen:Dissolved:SBE,IOS,A,Physical Oceanography,Océanographie physique,millilitre per litre,millilitre par litre,,,,,,,,,,,,,,,,,,,,,,,,,millilitre per litre,,
IOS,Oxygen:Isotope:18,IOS,A,Isotopes,Isotopes,per thousand,par mille,,,,,,,,,,,,,,,,,,,,,,,,,per thousand,,
IOS,PAR,IOS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,,,,,,,,,,,,,,,,,,,,,,microeinstein per metre square per second,,
IOS,PAR:Reference,IOS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,,,,,,,,,,,,,,,,,,,,,,microeinstein per metre square per second,,
IOS,Phaeo-Pigment:Extracted,IOS,A,Pigments,Pigments,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
IOS,Phosphate,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,,,,,,,,,,micromole per litre,,
IOS,Pressure,IOS,A,Physical Oceanography,Océanographie physique,decibar,decibar,,,,,,,,,,,,,,,,,,,,,,,,,decibar,,
IOS,Pressure:Atmospheric:SeaLevel,IOS,A,Meteorology,Météorologie,millibar,millibar,,,,,,,,,,,,,,,,,,,,,,,,,millibar,,
IOS,Primary:Production,IOS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,,,,,,,,,,,,milligram Carbon per metre cube per hour,,
IOS,Primary:Production,IOS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per day,milligramme carbone par mètre cube par jour,,,,,,,,,,,,,,,,,,,,,,,,,milligram Carbon per metre cube per day,,
IOS,Production:Primary,IOS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per day,milligramme carbone par mètre cube par jour,,,,,,,,,,,,,,,,,,,,,,,,,milligram Carbon per metre cube per day,,
IOS,Production:Primary,IOS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,,,,,,,,,,,,milligram Carbon per metre cube per hour,,
IOS,Propane,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,,,,,,,,,,nanomole per litre,,
IOS,Propylene,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,,,,,,,,,,nanomole per litre,,
IOS,Record,IOS,A,Physical Oceanography,Océanographie physique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,Salinity,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,,,,,,,,,,,,PSS-78,,
IOS,Salinity,IOS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
IOS,Salinity,IOS,A,Physical Oceanography,Océanographie physique,part per trillion,parties par trillion,,,,,,,,,,,,,,,,,,,,,,,,,part per trillion,,
IOS,Salinity:Bottle,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,,,,,,,,,,,,PSS-78,,
IOS,Salinity:Bottle,IOS,A,Physical Oceanography,Océanographie physique,part per thousand,partie par mille,,,,,,,,,,,,,,,,,,,,,,,,,part per thousand,,
IOS,Salinity:T0:C0,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,,,,,,,,,,,,PSS-78,,
IOS,Salinity:T0:C1,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,,,,,,,,,,,,PSS-78,,
IOS,Salinity:T1:C0,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,,,,,,,,,,,,PSS-78,,
IOS,Salinity:T1:C1,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,,,,,,,,,,,,PSS-78,,
IOS,Sample_Method,IOS,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
IOS,Sample_Number,IOS,A,General purpose,Tout usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,Silcate,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,,,,,,,,,,micromole per litre,,
IOS,Silicate,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,,,,,,,,,,micromole per litre,,
IOS,Silicate:Acidified,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,,,,,,,,,,micromole per litre,,
IOS,Speed:Wind,IOS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,,,,,,,,,,,,,,,,,,,,,metre per second,,
IOS,Speed:Wind:Gust,IOS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,,,,,,,,,,,,,,,,,,,,,metre per second,,
IOS,Station,IOS,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
IOS,Temperature,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius (IPTS-68),,
IOS,Temperature,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (ITS-90),degrés Celsius (ITS-90),,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius (ITS-90),,
IOS,Temperature,IOS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
IOS,Temperature,IOS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
IOS,Temperature:BT,IOS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
IOS,Temperature:Bucket,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius (IPTS-68),,
IOS,Temperature:Primary,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (ITS-90),degrés Celsius (ITS-90),,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius (ITS-90),,
IOS,Temperature:Primary,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius (IPTS-68),,
IOS,Temperature:Reversing,IOS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
IOS,Temperature:Reversing,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius (IPTS-68),,
IOS,Temperature:Secondary,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (ITS-90),degrés Celsius (ITS-90),,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius (ITS-90),,
IOS,Temperature:Secondary,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius (IPTS-68),,
IOS,Thickness:Ice,IOS,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
IOS,Time,IOS,A,Date and time within day,Date et temps dans une journée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,Total_Suspended_Solids,IOS,A,Biology,Biologie,part per million by volume,partie par million de volume,,,,,,,,,,,,,,,,,,,,,,,,,part per million by volume,,
IOS,Total_Suspended_Solids,IOS,A,Biology,Biologie,milligram per litre,milligramme par litre,,,,,,,,,,,,,,,,,,,,,,,,,milligram per litre,,
IOS,Transmissivity,IOS,A,Biological Oceanography,Océanographie biologique,percent per metre,pourcentage par mètre,,,,,,,,,,,,,,,,,,,,,,,,,percent per metre,,
IOS,Transmissivity,IOS,A,Optical properties,Propriétées optiques,percent per five centimeters,pourcent par cinq centimètres,,,,,,,,,,,,,,,,,,,,,,,,,percent per five centimetre,,
IOS,pH:NBS,IOS,A,Chemistry,Chimie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,pH:SBE,IOS,A,Chemistry,Chimie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS,pH:SWS,IOS,A,Chemistry,Chimie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDS,ALTB,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,height_of_instrument_above_bottom,,,,,,,,,,,,,,,,,,,,,,,metre,,
MEDS,DOXY,MEDS,A,Physical Oceanography,Océanographie physique,millimole per metre cube,millimole par mètre cube,mole_concentration_of_dissolved_molecular_oxygen_in_sea_wate,mole_concentration_of_dissolved_molecular_oxygen_in_wate,,,,,,,,,Concentration d'oxygène dissous dans l'eau de mer.  Unités: 'ml/l',ml/l,,,,,,,,,,,,,"ml/l,millimole per metre cube",Concentration d'oxygène dissous dans l'eau de mer.  Unités: 'ml/l',
MEDS,PSAR,MEDS,,,,,,,,,,,,,,,,Radiation photosynthétique active ou   'Photosynthetic active radiation'  unités: 'microEinstein/s/m**2'  Unités: 'kg/m**3',kg/m**3,,,,,,,,,,,,,kg/m**3,Radiation photosynthétique active ou   'Photosynthetic active radiation'  unités: 'microEinstein/s/m**2'  Unités: 'kg/m**3',
MEDS,PVAR,MEDS,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
MEDS,TEXT,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
MEDS,TRAN,MEDS,A,Physical Oceanography,Océanographie physique,percent,pourcentage,,,,,,,,,,,Transmissivité.  Unités: '%',%,,,,,,,,,,,,,percent,Transmissivité.  Unités: '%',
MEDS,WDIR,MEDS,A,Meteorology,Météorologie,degree(angle),degré(angle),wind_from_direction,wind_from_direction_true,,FromTrue,,,,,,,Direction du vent. Unité: degrés.,degrees,wind_from_direction,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0036/,,,,,,,,,,,degree,Direction du vent. Unité: degrés.,FromTrue
NODC,AC2$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,ACC$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,ACCS,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,ADDP,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,ADID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,ADPF,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,AFC$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,ALKY,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
NODC,AMON,NODC,A,Chemistry,Chimie,millimole per litre cube,millimole par litre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per litre cube,,
NODC,ANH$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
NODC,ANT$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
NODC,APN$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,AQA$,NODC,A,Position and navigation,Position et navigation,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
