Vocabulary,name,Users,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:units,BIO:P06 urn,BIO:P06 name,BIO:P01 urn,BIO:P01 name,BIO:CF_CODE,IML:definition,IML:units,long_name,expected_units,scale,standard_name,SDN:P07::id,SDN:P01::id,SDN:P01::urn,SDN:P01::prefLabel,sdn_parameter_urn,sdn_parameter_name,SDN:P06::id,SDN:P06::urn,SDN:P06::prefLabel,sdn_uom_urn,sdn_uom_name,definition,convention,scale_factor,GF3_name,Alternative units,SDN:P01::Alternative Name
GF3,B12$,MEDS,A,Chemistry,Chimie,nanogram per litre,nanogramme par litre,,vitamin_b12,,,,,,,,,,,,nanogram per litre,,,,,,,,,,,,,,,,,B12$,,
GF3,B14$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,volt,,,,,,,,,,,,,,,,,B14$,,
GF3,BAC$,MEDS,A,Biological Oceanography,Océanographie biologique,million per litre,million par litre,,bacteria_count,,,,,,,,,,,,million per litre,,,,,,,,,,,,,,,,,BAC$,,
GF3,BAC_,"BIO,MEDS",,,,,,,,,,10^6/L,,,TBCCXXXX,Abundance of Bacteria (ITIS: 202421: WoRMS 6) per unit volume of the water body,,,,,10^6/L,,,,http://vocab.nerc.ac.uk/collection/P01/current/TBCCXXXX/,TBCCXXXX,Abundance of bacteria (ITIS: 202421: WoRMS 6) per unit volume of the water body,SDN:P01::TBCCXXXX,Abundance of bacteria (ITIS: 202421: WoRMS 6) per unit volume of the water body,,,,,,Abundance of bacteria (ITIS: 202421: WoRMS 6) per unit volume of the water body,,,BAC_,,
GF3,BAND,MEDS,A,Time and frequency,Temps et fréquence,hertz,hertz,,bandwidth_of_spectral_analysis,,,,,,,,,,,,hertz,,,,,,,,,,,,,,,,,BAND,,
GF3,BATH,"BIO,IML,MEDS",A,Geophysics,Géophysique,metre,mètre,,,,,metres,ULAA,metres,BATHDPTH,Sea-floor depth (below mean sea level) {bathymetric depth},,,,,metre,,,,http://vocab.nerc.ac.uk/collection/P01/current/BATHDPTH/,BATHDPTH,Sea-floor depth (below mean sea level) {bathymetric depth},SDN:P01::BATHDPTH,Sea-floor depth (below mean sea level) {bathymetric depth},http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,ULAA,Metres,SDN:P06::ULAA,Metres,Sea-floor depth (below mean sea level) {bathymetric depth},,,BATH,,
GF3,BATT,"BIO,IML",A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,volts,,,,,,,,,volt|volts,,,,,,,,,,,,,,,,,BATT,,
GF3,BBC$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,milliampere,,,,,,,,,,,,,,,,,BBC$,,
GF3,BBCA,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,BBCA,,
GF3,BBV$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,volt,,,,,,,,,,,,,,,,,BBV$,,
GF3,BCI$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,indicator_method_of_current_measurement,2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCI$,,
GF3,BCN$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,milliampere,,,,,,,,,,,,,,,,,BCN$,,
GF3,BCNT,MEDS,,,,,,,,,,,,,,,,Number of bugs in extracted sub-sample.,,,,,,,,,,,,,,,,,Number of bugs in extracted sub-sample.,,,BCNT,,
GF3,BDIR,MEDS,A,Wave,Vague,degree(angle),degré(angle),,bandwidth_of_directional_analysis,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,BDIR,,
GF3,BEAM,"BIO,IML,MEDS",A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,UCNT,counts,"TNIHCE(01,02,03,04",Echo intensity from the water body by moored acoustic doppler current profiler (ADCP) beam 1,,,,,dimensionless,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UCNT/,UCNT,Counts,SDN:P06::UCNT,Counts,,,,BEAM,,
GF3,BECA,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,BECA,,
GF3,BEST,MEDS,A,Time and frequency,Temps et fréquence,hertz,hertz,,bandwidth_of_spetcral_component,,,,,,,,,,,,hertz,,,,,,,,,,,,,,,,,BEST,,
GF3,BIOV,"BIO,MEDS",,,,,,,,,,Ml,,,CVOLUKNB,Biovolume of biological entity specified elsewhere per unit,,,,,Ml,,,,http://vocab.nerc.ac.uk/collection/P01/current/CVOLUKNB/,CVOLUKNB,Biovolume of biological entity specified elsewhere per unit volume of the water body,SDN:P01::CVOLUKNB,Biovolume of biological entity specified elsewhere per unit volume of the water body,,,,,,Biovolume of biological entity specified elsewhere per unit volume of the water body,,,BIOV,,
GF3,BKT$,MEDS,A,Physical Oceanography,Océanographie physique,text,texte,,bucket_sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BKT$,,
GF3,BNO7,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BNO7,,
GF3,BNUM,MEDS,,,,,,,,,,,,,,,,Sequential number to track individual bugs.,,,,,,,,,,,,,,,,,Sequential number to track individual bugs.,,,BNUM,,
GF3,BOTN,MEDS,A,General purpose,Tout usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOTN,,
GF3,BPH$,MEDS,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,phase_obtained_by_blue_light_excitation_of_a_platinum_porphyrin_complex_in_the_anderaa_optode_model_3830,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,BPH$,,
GF3,BPP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPP$,,
GF3,BQA$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,qa_in_buoy_code_form,3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,BQA$,,
GF3,BQZ$,MEDS,A,Methods,Méthodes,text,texte,,depth_correction_indicator,3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,BQZ$,,
GF3,BRIT,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,brightness_or_radiative_temperature,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,BRIT,,
GF3,BSD$,MEDS,I,Time and frequency,Temps et fréquence,hour,heure,,,,,,,,,,,,,,hour,,,,,,,,,,,,,,,,,BSD$,,
GF3,BTC1,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,temperature_correction_BT,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,BTC1,,
GF3,BTN1,MEDS,A,Physical Oceanography,Océanographie physique,text,texte,,number_slide_BT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BTN1,,
GF3,BTP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,type_buoy,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,BTP$,,
GF3,BTR1,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,temperature_reference_surface_BT,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,BTR1,,
GF3,BTS1,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,temperature_surface_BT,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,BTS1,,
GF3,BUTA,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,BUTA,,
GF3,BUTL,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,BUTL,,
GF3,BV7$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,volt,,,,,,,,,,,,,,,,,BV7$,,
GF3,BYM$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BYM$,,
GF3,C1C2,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,C1C2,,
GF3,CALK,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,CALK,,
GF3,CAPO,MEDS,A,Chemistry,Chimie,microgram per litre,microgramme par litre,,,,,,,,,,,,,,microgram per litre,,,,,,,,,,,,,,,,,CAPO,,
GF3,CARO,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,CARO,,
GF3,CAST,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,type_hydrographic_cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAST,,
GF3,CBDV,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,CBDV,,
GF3,CCCC,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,indicator_data_cycle_overflow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCCC,,
GF3,CCLL,MEDS,A,General purpose,Tout usage,code table,table de code,,call_sign_platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCLL,,
GF3,CCVR,MEDS,A,Meteorology,Météorologie,number,nombre,cloud_area_fraction,total_cloud_cover,,,,,,,,,,,,,,cloud_area_fraction,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0745/,,,,,,,,,,,,,,CCVR,,
GF3,CDE$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,second,seconde,,,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,CDE$,,
GF3,CDID,MEDS,,,,,,,,,,,,,,,,Original label as provided by the data provider eg. IML95028CTD5,,,,,,,,,,,,,,,,,Original label as provided by the data provider eg. IML95028CTD5,,,CDID,,
GF3,CDOM,"BIO,MEDS",,,,,,,,,,mg/m^3,,,CDOMZZ01,Concentration of coloured dissolved organic matter {CDOM Gelbstoff} per unit volume of the water body [dissolved plus reactive particulate phase] by fluorometry,,,,,mg/m^3,,,,http://vocab.nerc.ac.uk/collection/P01/current/CDOMZZ01/,CDOMZZ01,Concentration of coloured dissolved organic matter {CDOM Gelbstoff} per unit volume of the water body [dissolved plus reactive particulate phase] by fluorometry,SDN:P01::CDOMZZ01,Concentration of coloured dissolved organic matter {CDOM Gelbstoff} per unit volume of the water body [dissolved plus reactive particulate phase] by fluorometry,,,,,,Concentration of coloured dissolved organic matter {CDOM Gelbstoff} per unit volume of the water body [dissolved plus reactive particulate phase] by fluorometry,,,CDOM,,
GF3,CDOMSDEV,"BIO,MEDS",,,,,,,,,,mg/m^3,,,,,,,,,mg/m^3,,,,,,,,,,,,,,,,,CDOMSDEV,,
GF3,CDOR,MEDS,A,Biology,Biologie,relative,relatives,,,,,,,,,,,,,,relative,,,,,,,,,,,,,,,,,CDOR,,
GF3,CDWT,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDWT,,
GF3,CDX1,MEDS,A,Chemistry,Chimie,milligram per litre,milligramme par litre,,dissolved_organic_C,,,,,,,,,,,,milligram per litre,,,,,,,,,,,,,,,,,CDX1,,
GF3,CFLG,MEDS,A,General purpose,Tout usage,code table,table de code,,flag_data_continuation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFLG,,
GF3,CHAN,MEDS,A,General purpose,Tout usage,number,nombre,,number_of_sensor_channels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHAN,,
GF3,CHB$,MEDS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,concentration_of_chlorophyll_b_in_water,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,CHB$,,
GF3,CHC$,MEDS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,concentration_of_chlorophyll_c_in_water,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,CHC$,,
GF3,CHCH,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHCH,,
GF3,CHLR,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,gram per kilogram,gramme par kilogramme,,,,,g/kg,UGKG,grams per kilogram,,,,,,,gram per kilogram|g/kg,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,UGKG,Grams per kilogram,SDN:P06::UGKG,Grams per kilogram,,,,CHLR,,
GF3,CHLS,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,kg/m^3,UKMC,kilograms per cubic metre,CLXXIETX,Concentration of chloride {Cl- CAS 16887-00-6} per unit volume of the water body [dissolved plus reactive particulate phase] by ion-selective electrode,,,,,kilogram per metre cube|kg/m^3,,,,http://vocab.nerc.ac.uk/collection/P01/current/CLXXIETX/,CLXXIETX,Concentration of chloride {Cl- CAS 16887-00-6} per unit volume of the water body [dissolved plus reactive particulate phase] by ion-selective electrode,SDN:P01::CLXXIETX,Concentration of chloride {Cl- CAS 16887-00-6} per unit volume of the water body [dissolved plus reactive particulate phase] by ion-selective electrode,http://vocab.nerc.ac.uk/collection/P06/current/UKMC/,UKMC,Kilograms per cubic metre,SDN:P06::UKMC,Kilograms per cubic metre,Concentration of chloride {Cl- CAS 16887-00-6} per unit volume of the water body [dissolved plus reactive particulate phase] by ion-selective electrode,,,CHLS,,
GF3,CIDA,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,CIDA,,
GF3,CLC3,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,CLC3,,
GF3,CLCL,MEDS,A,Meteorology,Météorologie,code table,table de code,,type_of_low_altitude_cloud,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLCL,,
GF3,CLCM,MEDS,A,Meteorology,Météorologie,code table,table de code,,amount_of_low_or_medium_altitude_cloud,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLCM,,
GF3,CLDA,MEDS,A,Meteorology,Météorologie,code table,table de code,,amount_of_cloud_total,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLDA,,
GF3,CLDB,MEDS,A,Meteorology,Météorologie,metre,mètre,,altitude_of_cloud_base,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,CLDB,,
GF3,CLDH,MEDS,A,Meteorology,Météorologie,code table,table de code,,height_of_cloud_base,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLDH,,
GF3,CLDT,MEDS,A,Meteorology,Météorologie,code table,table de code,,type_of_cloud_wmo_table_500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLDT,,
GF3,CLN$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,length_of_cable_suspended_beneath_platforms,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,CLN$,,
GF3,CLW1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLW1,,
GF3,CLW2,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLW2,,
GF3,CLW3,MEDS,A,Wave,Vague,hertz,hertz,,,,,,,,,,,,,,hertz,,,,,,,,,,,,,,,,,CLW3,,
GF3,CLW4,MEDS,A,Wave,Vague,percent,pourcentage,,,,,,,,,,,,,,percent,,,,,,,,,,,,,,,,,CLW4,,
GF3,CLW5,MEDS,A,Wave,Vague,hertz,hertz,,,,,,,,,,,,,,hertz,,,,,,,,,,,,,,,,,CLW5,,
GF3,CLW6,MEDS,A,Wave,Vague,hertz,hertz,,,,,,,,,,,,,,hertz,,,,,,,,,,,,,,,,,CLW6,,
GF3,CLW7,MEDS,A,Wave,Vague,metre per hertz,mètre par hertz,,,,,,,,,,,,,,metre per hertz,,,,,,,,,,,,,,,,,CLW7,,
GF3,CLW8,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,CLW8,,
GF3,CMCM,MEDS,A,Meteorology,Météorologie,code table,table de code,,type_of_cloud_medium_altitude,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMCM,,
GF3,CMET,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMET,,
GF3,CMNT,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMNT,,
GF3,CMTM,"BIO,IML",A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,time,,,,,,time,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0115/,,,,,,,,,,,,,,CMTM,,
GF3,CNDC,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,mho per metre,mho par mètre,,,,,mhos/m,,,CNDCZZ01,Electrical conductivity of the water body,sea_water_electrical_conductivity,,,,mhos/m|mho per metre,,sea_water_electrical_conductivity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0394/,http://vocab.nerc.ac.uk/collection/P01/current/CNDCZZ01/,CNDCZZ01,Electrical conductivity of the water body,SDN:P01::CNDCZZ01,Electrical conductivity of the water body,,,,,,Electrical conductivity of the water body,,,CNDC,,
GF3,CNQF,MEDS,A,Chemistry,Chimie,code table,table de code,,flag_chemical_content_qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CNQF,,
GF3,CNTR,"BIO,IML,MEDS",A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,CNTR,,
GF3,CNTS,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CNTS,,
GF3,CNV$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CNV$,,
GF3,COLL,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLL,,
GF3,COND,"BIO,IML",A,Physical Oceanography,Océanographie physique,millimho,millimho,,,,,mmHo,,,,,sea_water_electrical_conductivity,,,,millimho|mmHo,,sea_water_electrical_conductivity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0394/,,,,,,,,,,,,,,COND,,
GF3,CORG,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimoles per cubic metre,CORGRGFF,Concentration of organic carbon {organic_C CAS 7440-44-0} {POC} per unit volume of the water body [particulate >GF/F phase],mole_concentration_of_dissolved_organic_carbon_in_sea_water,,,,mmol/m^3|millimole per metre cube,,mole_concentration_of_dissolved_organic_carbon_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CF14N31/,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,,,,CORG,,
GF3,CP1$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,centibars,centibar,,,,,,,,,,,,,,centibars,,,,,,,,,,,,,,,,,CP1$,,
GF3,CPCT,"BIO,MEDS",,,,,,,,,,%,,,,,,,,,percent,,,,,,,,,,,,,,,,,CPCT,,
GF3,CPH$,MEDS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,mass_concentration_of_chlorophyll_a_in_water_by_welschmeyer_method,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,CPH$,,
GF3,CPHL,"BIO,IML,MEDS",A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,mg/m^3,UMMC,milligrams per cubic metre,CPHLZZXX,Concentration of chlorophyll-a {chl-a CAS 479-61-8} per unit volume of the water body [particulate >unknown phase],mass_concentration_of_chlorophyll_a_in_sea_water,,,,milligram per metre cube|mg/m^3,,mass_concentration_of_chlorophyll_a_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CF14N7/,http://vocab.nerc.ac.uk/collection/P01/current/CPHLZZXX/,CPHLZZXX,Concentration of chlorophyll-a {chl-a CAS 479-61-8} per unit volume of the water body [particulate >unknown phase],SDN:P01::CPHLZZXX,Concentration of chlorophyll-a {chl-a CAS 479-61-8} per unit volume of the water body [particulate >unknown phase],http://vocab.nerc.ac.uk/collection/P06/current/UMMC/,UMMC,Milligrams per cubic metre,SDN:P06::UMMC,Milligrams per cubic metre,Concentration of chlorophyll-a {chl-a CAS 479-61-8} per unit volume of the water body [particulate >unknown phase],,,CPHL,,
GF3,CPX1,MEDS,A,Chemistry,Chimie,milligram per litre,milligramme par litre,,concentration_of_particular_carbon_in_water,,,,,,,,,,,,milligram per litre,,,,,,,,,,,,,,,,,CPX1,,
GF3,CRAT,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,CRAT,,
GF3,CRC$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,code_circular_redundancy_32bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRC$,,
GF3,CSC1,MEDS,A,General purpose,Tout usage,text,texte,,name_of_chief_scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSC1,,
GF3,CSC2,MEDS,A,General purpose,Tout usage,text,texte,,name_of_second_chief_scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSC2,,
GF3,CSC3,MEDS,A,General purpose,Tout usage,text,texte,,name_of_third_chief_scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSC3,,
GF3,CSID,MEDS,A,General purpose,Tout usage,text,texte,,id_database_csiro,,,,,,,,,Secondary sample label ie. common identifier label.,,,,,,,,,,,,,,,,,Secondary sample label ie. common identifier label.,,,CSID,,
GF3,CSL$,MEDS,A,Geophysics,Géophysique,metre,mètre,,length_of_core_sample_analysed,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,CSL$,,
GF3,CSN$,MEDS,A,General purpose,Tout usage,text,texte,,call_sign_platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSN$,,
GF3,CTAX,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTAX,,
GF3,CTF$,MEDS,A,General purpose,Tout usage,code table,table de code,,indicator_of_failed_quality_control_tests_for_chemical_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTF$,,
GF3,CTOT,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimols per cubic metre,MDMAP011,Concentration of total carbon {total_C CAS 7440-44-0} per unit volume of the water body [particulate >unknown phase],,,,,mmol/m^3|millimole per metre cube,,,,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,MDMAP011,Concentration of total carbon {total_C CAS 7440-44-0} per unit volume of the water body [particulate >unknown phase],SDN:P01::MDMAP011,Concentration of total carbon {total_C CAS 7440-44-0} per unit volume of the water body [particulate >unknown phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,Concentration of total carbon {total_C CAS 7440-44-0} per unit volume of the water body [particulate >unknown phase],,,CTOT,,
GF3,CTP$,MEDS,A,General purpose,Tout usage,code table,table de code,,indicator_of_performed_quality_control_tests_for_chemical_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTP$,,
GF3,CTS$,MEDS,A,General purpose,Tout usage,text,texte,,number_serial_of_controller_board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTS$,,
GF3,CTY$,MEDS,A,General purpose,Tout usage,text,texte,,type_of_controller_board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTY$,,
GF3,CVTQ,MEDS,A,Meteorology,Météorologie,degree Celsius gram per kilogram,degré Celsius gramme par kilogramme,,co-variance_of_air_temperature_and_specific_humidity,,,,,,,,,,,,degree Celsius gram per kilogram,,,,,,,,,,,,,,,,,CVTQ,,
GF3,CVWQ,MEDS,A,Meteorology,Météorologie,metre gram per second kilogram,mètre gramme par seconde kilogramme,,co-variance_of_wind_speed_and_specific_humidity,,,,,,,,,,,,metre gram per second kilogram,,,,,,,,,,,,,,,,,CVWQ,,
GF3,CVWS,MEDS,A,Meteorology,Météorologie,metre square per second square,mètre carré par seconde carré,,co-variance_of_wind_speed_components,,,,,,,,,,,,metre square per second square,,,,,,,,,,,,,,,,,CVWS,,
GF3,CVWT,MEDS,A,Meteorology,Météorologie,degree Celsius metre per second,degré Celsius mètre par seconde,,co-variance_of_wind_speed_and_air_temperature,,,,,,,,,,,,degree Celsius metre per second,,,,,,,,,,,,,,,,,CVWT,,
GF3,DAT#,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,date_originator_NODC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAT#,,
GF3,DATE,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,date_within_year_MMDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DATE,,
GF3,DATM,MEDS,A,Geophysics,Géophysique,code table,table de code,,datum_bathymetric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DATM,,
GF3,DAYS,MEDS,A,Date and time within day,Date et temps dans une journée,number,nombre,,day_within_year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAYS,,
GF3,DCHG,"BIO,IML",A,Physical Oceanography,Océanographie physique,metre cube per second,mètre cube par seconde,,,,,m^3 / s,,,,,,,,,m^3/s|metre cube per second|m**3/s,,,,,,,,,,,,,,,,,DCHG,,
GF3,DCLN,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,magnetic_declination,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,DCLN,,
GF3,DDB$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDB$,,
GF3,DDS$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDS$,,
GF3,DEB$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEB$,,
GF3,DEC$,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEC$,,
